pubchem_sid	brd_id
375179312	BRD-K85224058-001-08-3
375179311	BRD-K05460972-001-01-8
375179310	BRD-K75424915-001-01-9
375179309	BRD-K84488199-001-09-3
375179308	BRD-K78716510-001-01-4
375179307	BRD-A18157497-001-01-3
375179306	BRD-A39389774-001-01-1
375179305	BRD-K04222586-001-01-1
375179304	BRD-K27976170-001-01-7
375179303	BRD-K67501787-001-01-9
375179302	BRD-K28903535-001-01-0
375179301	BRD-A98544392-001-01-1
375179300	BRD-K42103533-001-02-9
375179299	BRD-K59719749-001-01-4
375179298	BRD-K18484544-001-01-2
375179297	BRD-A86127334-001-01-0
375179296	BRD-A08630384-001-01-7
375179295	BRD-K47992308-001-07-2
375179294	BRD-K08612057-001-01-9
375179293	BRD-A85327960-001-01-8
375179292	BRD-K13597407-001-01-2
375179291	BRD-A77407368-001-01-6
375179290	BRD-A94901018-001-01-1
375179289	BRD-K83111160-001-01-4
375179288	BRD-K46125187-001-01-9
375179287	BRD-A52849412-001-01-4
375179286	BRD-K05544623-001-01-2
375179285	BRD-K50346632-001-01-5
375179284	BRD-A89291225-001-01-3
375179283	BRD-A89263451-001-01-7
375179282	BRD-A22262733-001-01-9
375179281	BRD-K97691684-001-01-6
375179280	BRD-A12536629-001-01-5
375179279	BRD-A42820564-001-01-4
375179278	BRD-A83503449-001-01-7
375179277	BRD-K07888737-001-01-4
375179276	BRD-A38020851-001-01-9
375179275	BRD-K82377522-001-01-5
375179274	BRD-A40081458-001-01-4
375179273	BRD-A92323824-001-01-4
375179272	BRD-K02087871-001-01-4
375179271	BRD-K80945335-001-01-8
375179270	BRD-K30806516-001-01-4
375179269	BRD-A95558063-001-01-2
375179268	BRD-K07505357-001-01-3
375179267	BRD-A24232579-001-01-7
375179266	BRD-K50641272-001-01-4
375179265	BRD-A64315529-001-01-2
375179264	BRD-K48758558-001-07-3
375179263	BRD-K18585296-001-01-6
375179262	BRD-K30480933-001-05-4
375179261	BRD-K90406621-001-01-2
375179260	BRD-A62159701-001-07-3
375179259	BRD-K13733758-001-01-8
375179258	BRD-K40046216-001-01-8
375179257	BRD-K89325715-001-01-4
375179256	BRD-A31378142-001-01-7
375179255	BRD-K72769576-001-08-5
375179254	BRD-K96738929-001-01-1
375179253	BRD-A02257977-001-01-8
375179252	BRD-A22011862-001-01-3
375179251	BRD-K81603044-001-01-4
375179250	BRD-K02239413-001-01-6
375179249	BRD-K82556819-001-01-6
375179248	BRD-K26160566-001-01-1
375179247	BRD-K42979482-001-07-2
375179246	BRD-A55416095-001-01-3
375179245	BRD-K92038761-001-01-1
375179244	BRD-K80457442-001-01-4
375179243	BRD-A39008316-001-01-2
375179242	BRD-A19470083-001-01-9
375179241	BRD-K27312800-001-05-4
375179240	BRD-A06253047-001-01-9
375179239	BRD-A22972933-001-01-1
375179238	BRD-A83676206-001-01-4
375179237	BRD-K97034561-001-01-7
375179236	BRD-K96867407-001-01-9
375179235	BRD-K66135343-001-01-4
375179234	BRD-K05853911-001-01-8
375179233	BRD-K14564184-001-01-0
375179232	BRD-K85542667-001-08-1
375179231	BRD-K96339407-001-01-9
375179230	BRD-K80222649-001-01-3
375179229	BRD-A22106119-001-01-2
375179228	BRD-A17072810-001-01-5
375179227	BRD-K96312506-001-01-6
375179226	BRD-K74662036-001-01-9
375179225	BRD-K58282780-001-01-4
375179224	BRD-K02716586-001-01-4
375179223	BRD-A00753385-001-01-4
375179222	BRD-K68098982-001-01-8
375179221	BRD-K06060100-001-01-0
375179220	BRD-K34652143-001-01-9
375179219	BRD-K62599714-001-01-6
375179218	BRD-A76631417-001-01-3
375179217	BRD-K55785833-001-01-6
375179216	BRD-A58481291-001-01-6
375179215	BRD-K82562700-001-01-6
375179214	BRD-K04033286-001-08-0
375179213	BRD-A51631887-001-01-3
375179212	BRD-K23155881-001-07-9
375179211	BRD-K37852286-001-01-9
375179210	BRD-A66305690-001-01-4
375179209	BRD-A39509303-001-01-4
375179208	BRD-K05668599-001-01-9
375179207	BRD-K76709171-001-01-1
375179206	BRD-K08428294-001-01-3
375179205	BRD-A98643461-001-01-7
375179204	BRD-K73252595-001-01-3
375179203	BRD-K38562692-001-01-1
375179202	BRD-K63436006-001-01-7
375179201	BRD-K31168147-001-01-5
375179200	BRD-K01233215-001-02-8
375179199	BRD-A62488314-001-01-8
375179198	BRD-K26246944-001-01-1
375179197	BRD-K51776211-001-01-1
375179196	BRD-K39697796-001-01-9
375179195	BRD-K34945887-001-01-7
375179194	BRD-K97051389-001-01-1
375179193	BRD-K08730856-001-01-2
375179192	BRD-K78790187-001-01-1
375179191	BRD-K90167059-001-08-6
375179190	BRD-K80632779-001-01-5
375179189	BRD-A22130602-001-01-6
375179188	BRD-A79386890-001-01-7
375179187	BRD-A12884277-001-02-2
375179186	BRD-K39863042-001-01-9
375179185	BRD-K72804978-001-01-9
375179184	BRD-K37397401-001-07-2
375179183	BRD-K55071461-001-08-5
375179182	BRD-K10439111-001-01-7
375179181	BRD-A76189482-001-01-2
375179180	BRD-K94343329-001-01-8
375179179	BRD-A44397431-001-01-2
375179178	BRD-K27604633-001-08-1
375179177	BRD-K62001502-001-01-9
375179176	BRD-K51472882-001-01-5
375179175	BRD-K62729965-001-08-0
375179174	BRD-K67717745-001-07-9
375179173	BRD-K76658835-001-07-5
375179172	BRD-K87780943-001-01-6
375179171	BRD-A30468380-001-01-8
375179170	BRD-A85878218-001-01-0
375179169	BRD-K57086816-001-01-8
375179168	BRD-K68260592-001-01-6
375179167	BRD-A12078885-001-07-4
375179166	BRD-K53221887-001-07-6
375179165	BRD-A08721966-001-01-0
375179164	BRD-K45174896-001-01-0
375179163	BRD-K65011816-001-01-6
375179162	BRD-K93690854-001-01-6
375179161	BRD-K03546615-001-01-9
375179160	BRD-K90965832-001-01-2
375179159	BRD-A01948165-001-01-5
375179158	BRD-K78201461-001-07-3
375179157	BRD-K47331442-001-01-3
375179156	BRD-K71882197-001-01-1
375179155	BRD-K34938986-001-01-2
375179154	BRD-K64454872-001-01-0
375179153	BRD-K58340482-001-01-1
375179152	BRD-A53763655-001-01-2
375179151	BRD-K15394496-001-07-1
375179150	BRD-K86787212-001-07-3
375179149	BRD-K32477440-001-01-3
375179148	BRD-A20292944-001-01-3
375179147	BRD-A29717744-001-01-2
375179146	BRD-K78865413-001-08-2
375179145	BRD-A19578581-001-01-6
375179144	BRD-K12555449-001-01-1
375179143	BRD-K31717849-001-01-0
375179142	BRD-A89791493-001-01-7
375179141	BRD-K91245238-001-01-8
375179140	BRD-A08248097-001-01-6
375179139	BRD-A90672670-001-01-1
375179138	BRD-K51055585-001-01-8
375179137	BRD-K32278610-001-01-9
375179136	BRD-K23366278-001-01-6
375179135	BRD-K52252137-001-01-3
375179134	BRD-K18619695-001-01-0
375179133	BRD-A26792295-001-01-1
375179132	BRD-A46797499-001-01-0
375179131	BRD-A22622519-001-01-4
375179130	BRD-K98048038-001-01-1
375179129	BRD-K30527834-001-01-1
375179128	BRD-K03438065-001-01-4
375179127	BRD-A06668326-001-01-0
375179126	BRD-K20059350-001-01-1
375179125	BRD-K12105480-001-01-5
375179124	BRD-K93926546-001-01-8
375179123	BRD-K03403412-001-01-8
375179122	BRD-K28700483-001-01-2
375179121	BRD-K52792869-001-07-9
375179120	BRD-K08436541-001-01-7
375179119	BRD-K87148714-001-01-3
375179118	BRD-K35367289-001-01-7
375179117	BRD-K35512988-001-01-2
375179116	BRD-A80555617-001-01-6
375179115	BRD-K97714183-001-01-2
375179114	BRD-A30540239-001-01-7
375179113	BRD-K95265709-001-01-2
375179112	BRD-A49743948-001-01-8
375179111	BRD-A72709132-001-01-5
375179110	BRD-K36398408-001-01-7
375179109	BRD-K94400598-001-01-0
375179108	BRD-K73859610-001-01-6
375179107	BRD-K19741117-001-01-1
375179106	BRD-A02785605-001-01-8
375179105	BRD-K98605904-001-01-9
375179104	BRD-K85752181-001-01-8
375179103	BRD-K81797283-001-02-2
375179102	BRD-K02246332-001-01-9
375179101	BRD-K21994528-001-01-5
375179100	BRD-K15798624-001-01-1
375179099	BRD-K62200991-001-01-5
375179098	BRD-K66836541-001-01-7
375179097	BRD-K55217730-001-01-4
375179096	BRD-A11410666-001-01-8
375179095	BRD-K95879143-001-01-4
375179094	BRD-K22231469-001-01-2
375179093	BRD-K59955492-001-01-3
375179092	BRD-K95031994-001-07-9
375179091	BRD-K86585308-001-07-6
375179090	BRD-A53646309-001-01-9
375179089	BRD-A66511217-001-01-1
375179088	BRD-K30471077-001-01-8
375179087	BRD-K03145609-001-01-8
375179086	BRD-K71072405-001-08-2
375179085	BRD-K86469391-001-01-4
375179084	BRD-K36435084-001-01-8
375179083	BRD-K66849399-001-02-1
375179082	BRD-K63696839-001-01-9
375179081	BRD-K25269603-001-01-6
375179080	BRD-K60056379-001-01-5
375179079	BRD-K66405101-001-01-3
375179078	BRD-K17961298-001-01-8
375179077	BRD-K93001838-001-01-7
375179076	BRD-A88037426-001-01-8
375179075	BRD-A42031807-001-01-5
375179074	BRD-K19515578-001-01-1
375179073	BRD-A93271231-001-08-6
375179072	BRD-K01219645-001-01-9
375179071	BRD-K41466453-001-07-6
375179070	BRD-K54405629-001-08-5
375179069	BRD-K36674002-001-01-1
375179068	BRD-K25707113-001-08-3
375179067	BRD-A59156258-001-01-4
375179066	BRD-K85438650-001-01-6
375179065	BRD-A42201604-001-01-9
375179064	BRD-K06290981-001-01-7
375179063	BRD-A01631731-001-01-2
375179062	BRD-A33820466-001-01-4
375179061	BRD-K07845646-001-07-1
375179060	BRD-K22200838-001-01-1
375179059	BRD-K14059010-001-01-1
375179058	BRD-K70565424-001-01-8
375179057	BRD-K32669494-001-01-0
375179056	BRD-A68915911-001-01-1
375179055	BRD-K25484793-001-01-1
375179054	BRD-K86670801-001-09-4
375179053	BRD-K63137175-001-01-6
375179052	BRD-K64441218-001-01-0
375179051	BRD-K45473739-001-01-7
375179050	BRD-A87876273-001-08-9
375179049	BRD-K28353355-001-07-2
375179048	BRD-A62846171-001-01-9
375179047	BRD-K16055338-001-01-2
375179046	BRD-K90736495-001-07-2
375179045	BRD-K12557629-001-01-9
375179044	BRD-K93495268-001-08-5
375179043	BRD-K39402155-001-01-9
375179042	BRD-A04385898-001-09-4
375179041	BRD-K57222227-001-27-7
375179040	BRD-K85510519-001-01-3
375179039	BRD-A74492581-001-01-2
375179038	BRD-K60241382-001-01-8
375179037	BRD-A14258543-001-01-7
375179036	BRD-A76877730-001-01-2
375179035	BRD-K03431603-001-01-8
375179034	BRD-K58295129-001-08-1
375179033	BRD-K01780885-001-01-9
375179032	BRD-K16769854-001-01-2
375179031	BRD-K93197239-001-01-8
375179030	BRD-K52726593-001-01-3
375179029	BRD-K54555905-001-08-2
375179028	BRD-K98081522-001-01-5
375179027	BRD-A99382995-001-01-6
375179026	BRD-A83227463-001-01-4
375179025	BRD-K01439251-001-02-6
375179024	BRD-K35606719-001-01-8
375179023	BRD-A53545880-001-01-0
375179022	BRD-A82610964-001-01-6
375179021	BRD-K10554947-001-01-3
375179020	BRD-K40859196-001-01-8
375179019	BRD-K62656715-001-01-3
375179018	BRD-K96701352-001-01-5
375179017	BRD-K71029063-001-01-0
375179016	BRD-A38899187-001-01-1
375179015	BRD-A39730420-001-01-4
375179014	BRD-K52334598-001-01-1
375179013	BRD-K66912767-001-01-3
375179012	BRD-A75052813-001-01-3
375179011	BRD-K22750971-001-01-2
375179010	BRD-K70705296-001-01-5
375179009	BRD-K04935196-001-01-0
375179008	BRD-K18435590-001-01-7
375179007	BRD-A18353286-001-01-3
375179006	BRD-K31687552-001-01-2
375179005	BRD-K20941934-001-01-5
375179004	BRD-K40698836-001-02-4
375179003	BRD-K84930939-001-01-6
375179002	BRD-A18647493-001-01-7
375179001	BRD-K51727048-001-07-0
375179000	BRD-K58672433-001-01-7
375178999	BRD-A17493617-001-01-8
375178998	BRD-A66801062-001-01-2
375178997	BRD-K80721657-001-01-3
375178996	BRD-K76349313-001-02-3
375178995	BRD-K54336474-001-01-3
375178994	BRD-K16721186-001-01-2
375178993	BRD-K22524219-001-09-6
375178992	BRD-K99714422-001-01-1
375178991	BRD-K66554679-001-07-7
375178990	BRD-K25389647-001-01-0
375178989	BRD-A12864486-001-08-8
375178988	BRD-K95417717-001-02-7
375178987	BRD-A83332861-001-08-5
375178986	BRD-K54852168-001-01-0
375178985	BRD-K86213292-001-01-6
375178984	BRD-K91477398-001-01-3
375178983	BRD-A24051665-001-08-1
375178982	BRD-A64608158-001-08-3
375178981	BRD-A05187930-001-01-0
375178980	BRD-K77145513-001-02-2
375178979	BRD-K05327509-001-01-1
375178978	BRD-K24100836-001-07-0
375178977	BRD-A52456056-001-01-9
375178976	BRD-K21720361-001-01-4
375178975	BRD-K73002904-001-08-3
375178974	BRD-A24036852-001-01-0
375178973	BRD-A03741189-001-01-4
375178972	BRD-A02923746-001-01-5
375178971	BRD-K14682499-001-07-7
375178970	BRD-K81176976-001-01-3
375178969	BRD-K24750126-001-01-4
375178968	BRD-A85412301-001-01-6
375178967	BRD-A95251167-001-06-8
375178966	BRD-A59260035-001-09-7
375178965	BRD-K27024028-001-07-7
375178964	BRD-K79922463-001-01-4
375178963	BRD-K41241604-001-01-4
375178962	BRD-K05913537-001-01-4
375178961	BRD-K33746170-001-01-6
375178960	BRD-K38900925-001-08-7
375178959	BRD-K40344062-001-01-2
375178958	BRD-K73369810-001-01-4
375178957	BRD-K20522925-001-07-1
375178956	BRD-K39238503-001-01-6
375178955	BRD-K36622261-001-01-6
375178954	BRD-K07864838-001-01-3
375178953	BRD-K13857225-001-01-0
375178952	BRD-A79108002-001-01-0
375178951	BRD-K72052473-001-01-5
375178950	BRD-K96536063-001-07-2
375178949	BRD-K14651985-001-01-6
375178948	BRD-A45264033-001-09-8
375178947	BRD-K66667881-001-01-4
375178946	BRD-K29034476-001-01-4
375178945	BRD-K91553426-001-01-7
375178944	BRD-K61944056-001-01-1
375178943	BRD-K41575573-001-01-2
375178942	BRD-K66284137-001-01-0
375178941	BRD-A04797033-001-01-3
375178940	BRD-A30639658-001-01-9
375178939	BRD-K42399803-001-02-6
375178938	BRD-A90524770-001-02-1
375178937	BRD-K34911152-001-01-7
375178936	BRD-K55914933-001-07-8
375178935	BRD-A16048864-001-01-1
375178934	BRD-A46173360-001-01-0
375178933	BRD-K54452564-001-01-9
375178932	BRD-K13161643-001-01-1
375178931	BRD-K54672140-001-10-6
375178930	BRD-A67817963-001-02-5
375178929	BRD-K89209187-001-01-9
375178928	BRD-K04913572-001-01-1
375178927	BRD-K46513315-001-01-1
375178926	BRD-A74624065-001-07-2
375178925	BRD-K14875046-001-07-5
375178924	BRD-A89517010-001-01-0
375178923	BRD-K04509436-001-01-3
375178922	BRD-K94194167-001-01-0
375178921	BRD-A67748489-001-09-2
375178920	BRD-K04370642-001-07-7
375178919	BRD-K48402075-001-08-0
375178918	BRD-K86380808-001-01-0
375178917	BRD-K07515542-001-07-5
375178916	BRD-K72971119-001-01-6
375178915	BRD-A71586715-001-01-3
375178914	BRD-A67151200-001-01-4
375178913	BRD-K53825938-001-01-6
375178912	BRD-K20201966-001-07-2
375178911	BRD-K38290686-001-07-4
375178910	BRD-K81158622-001-01-9
375178909	BRD-A93158491-001-01-5
375178908	BRD-K09241800-001-09-9
375178907	BRD-K38361343-001-01-1
375178906	BRD-K78888046-001-01-4
375178905	BRD-K38357262-001-01-6
375178904	BRD-A77976188-001-01-8
375178903	BRD-K80968269-001-07-7
375178902	BRD-K41576150-001-08-6
375178901	BRD-A64475168-001-01-0
375178900	BRD-K78898875-001-01-9
375178899	BRD-K23648048-001-10-7
375178898	BRD-K58167086-001-07-5
375178897	BRD-K11097883-001-01-8
375178896	BRD-K89110458-001-01-1
375178895	BRD-K83215467-001-01-3
375178894	BRD-A00427193-001-01-7
375178893	BRD-A14489299-001-01-4
375178892	BRD-A66437590-001-01-6
375178891	BRD-A03227585-001-01-4
375178890	BRD-A95080643-001-01-6
375178889	BRD-K66872553-001-01-7
375178888	BRD-A42643542-001-01-7
375178887	BRD-K74013069-001-01-5
375178886	BRD-K45047214-001-01-3
375178885	BRD-K02371784-001-01-8
375178884	BRD-A79576706-001-01-7
375178883	BRD-K51163397-001-01-8
375178882	BRD-K66083053-001-01-6
375178881	BRD-K93557751-001-01-1
375178880	BRD-A82823167-001-01-0
375178879	BRD-K90912767-001-01-3
375178878	BRD-A26307544-001-01-7
375178877	BRD-K86464617-001-01-3
375178876	BRD-K73400796-001-01-5
375178875	BRD-A72419361-001-01-3
375178874	BRD-A51593179-001-01-2
375178873	BRD-A18583132-001-01-1
375178872	BRD-A95275574-001-01-5
375178871	BRD-K53216460-001-01-4
375178870	BRD-A42894614-001-01-9
375178869	BRD-K53172608-001-01-2
375178868	BRD-A68540758-001-01-3
375178867	BRD-K82569376-001-01-4
375178866	BRD-K54673860-001-01-1
375178865	BRD-A19183265-001-01-8
375178864	BRD-A88455961-001-01-3
375178863	BRD-A30879901-001-01-6
375178862	BRD-K90500072-001-01-6
375178861	BRD-K54973284-001-01-3
375178860	BRD-A17109522-001-01-4
375178859	BRD-A98443456-001-01-9
375178858	BRD-A44859446-001-01-4
375178857	BRD-K77507762-001-01-3
375178856	BRD-A55831234-001-01-5
375178855	BRD-K40246625-001-01-9
375178854	BRD-A46958657-001-01-6
375178853	BRD-K96275401-001-01-1
375178852	BRD-K96630599-001-01-9
375178851	BRD-K41984264-001-01-0
375178850	BRD-A88675600-001-01-3
375178849	BRD-A01051672-001-01-4
375178848	BRD-A70969975-001-01-7
375178847	BRD-A61383169-001-01-8
375178846	BRD-K37465920-001-01-2
375178845	BRD-A56030366-001-01-3
375178844	BRD-A05785823-001-01-1
375178843	BRD-A14722450-001-01-3
375178842	BRD-A84780355-001-01-2
375178841	BRD-A04352967-001-01-7
375178840	BRD-A83141567-001-01-2
375178839	BRD-A00357269-001-01-5
375178838	BRD-A24784750-001-01-8
375178837	BRD-A37415669-001-01-4
375178836	BRD-A27323177-001-01-7
375178835	BRD-A19064009-001-01-1
375178834	BRD-K11103971-001-01-7
375178833	BRD-A01315431-001-09-8
375178832	BRD-K25161143-001-01-2
375178831	BRD-A74455039-001-01-7
375178830	BRD-A96195333-001-01-6
375178829	BRD-A69285137-001-01-6
375178828	BRD-K20848440-001-01-9
375178827	BRD-A69640995-001-01-3
375178826	BRD-A40288048-001-01-2
375178825	BRD-A28344914-001-01-0
375178824	BRD-A60980307-001-01-5
375178823	BRD-K65615078-001-01-7
375178822	BRD-K43127180-001-01-5
375178821	BRD-A32036820-001-01-9
375178820	BRD-A92326766-001-01-7
375178819	BRD-A99760290-001-01-5
375178818	BRD-A24966657-001-01-5
375178817	BRD-K48888521-001-01-5
375178816	BRD-A93934166-001-01-3
375178815	BRD-K74015503-001-01-4
375178814	BRD-A31500919-001-01-7
375178813	BRD-A50568785-001-01-1
375178812	BRD-K45848132-001-01-3
375178811	BRD-A68939079-001-01-9
375178810	BRD-A83325080-001-01-9
375178809	BRD-K34542990-001-01-6
375178808	BRD-K53576180-001-09-3
375178807	BRD-K78409149-001-01-5
375178806	BRD-A42010054-001-01-9
375178805	BRD-K20664051-001-01-0
375178804	BRD-A61768481-001-01-1
375178803	BRD-A50431107-001-01-3
375178802	BRD-K41611398-001-01-8
375178801	BRD-K45259989-001-01-7
375178800	BRD-K58621330-001-01-8
375178799	BRD-A63685244-001-01-3
375178798	BRD-K27959526-001-01-4
375178797	BRD-K69656186-001-01-6
375178796	BRD-A61796710-001-01-5
375178795	BRD-A00314870-001-01-7
375178794	BRD-K94423077-001-08-7
375178793	BRD-K34018555-001-01-4
375178792	BRD-K16503070-001-01-3
375178791	BRD-A00768180-001-01-9
375178790	BRD-A37257499-001-08-1
375178789	BRD-A19930549-001-01-0
375178788	BRD-K13666032-001-01-8
375178787	BRD-A31194486-001-01-2
375178786	BRD-A95037585-001-01-6
375178785	BRD-K76688707-001-01-0
375178784	BRD-K17907450-001-01-5
375178783	BRD-K89616593-001-01-3
375178782	BRD-K39140750-001-01-4
375178781	BRD-K40888863-001-01-9
375178780	BRD-K73440305-001-01-5
375178779	BRD-K98410313-001-01-9
375178778	BRD-K72704605-001-01-2
375178777	BRD-K33695000-001-01-1
375178776	BRD-K06568958-001-01-5
375178775	BRD-K52275785-001-01-9
375178774	BRD-K17968730-001-01-9
375178773	BRD-A10844648-001-01-2
375178772	BRD-K86811123-001-01-2
375178771	BRD-K28946815-001-01-0
375178770	BRD-K17951944-001-01-7
375178769	BRD-K29016343-001-01-2
375178768	BRD-K91192085-001-01-6
375178767	BRD-K07616807-001-01-4
375178766	BRD-K20484910-001-13-9
375178765	BRD-K44796429-001-01-7
375178764	BRD-A02551161-001-01-0
375178763	BRD-K70635234-001-01-9
375178762	BRD-K97571763-001-01-4
375178761	BRD-K78340029-001-07-4
375178760	BRD-K73648419-001-01-6
375178759	BRD-K86538320-001-01-2
375178758	BRD-A41426466-001-01-0
375178757	BRD-K52656041-001-01-0
375178756	BRD-K47369323-001-01-7
375178755	BRD-K40281721-001-01-9
375178754	BRD-K99011990-001-01-4
375178753	BRD-K75199651-001-01-5
375178752	BRD-K78375269-001-01-2
375178751	BRD-A04771470-001-01-8
375178750	BRD-K24440941-001-01-5
375178749	BRD-A24254867-001-01-2
375178748	BRD-K82491106-001-01-8
375178747	BRD-K22716374-001-01-6
375178746	BRD-K11412786-001-01-7
375178745	BRD-K57904793-001-01-9
375178744	BRD-A09001402-001-01-8
375178743	BRD-K06910929-001-01-5
375178742	BRD-A49580195-001-01-4
375178741	BRD-K13791871-001-01-8
375178740	BRD-K22624842-001-01-6
375178739	BRD-K38631970-001-01-7
375178738	BRD-K89209242-001-01-2
375178737	BRD-K12633192-001-01-5
375178736	BRD-K37392365-001-01-0
375178735	BRD-K42718825-001-01-3
375178734	BRD-K98562854-001-01-2
375178733	BRD-A51228671-001-01-8
375178732	BRD-K20399572-001-01-3
375178731	BRD-K10148997-001-01-3
375178730	BRD-K48617941-001-01-0
375178729	BRD-A22601834-001-01-6
375178728	BRD-A34416715-001-01-9
375178727	BRD-A30907918-001-01-6
375178726	BRD-A87885724-001-01-0
375178725	BRD-K52970099-001-01-6
375178724	BRD-K90841150-001-01-9
375178723	BRD-A10112334-001-01-3
375178722	BRD-A43244589-001-01-7
375178721	BRD-K48444546-001-01-8
375178720	BRD-A13835828-001-01-9
375178719	BRD-K28412166-001-01-8
375178718	BRD-K01411635-001-01-4
375178717	BRD-A06380552-001-01-7
375178716	BRD-K24520325-001-01-0
375178715	BRD-K28235296-001-01-6
375178714	BRD-K77085291-001-01-0
375178713	BRD-K62149674-001-01-8
375178712	BRD-K94739284-001-01-0
375178711	BRD-K68453009-001-01-4
375178710	BRD-K75426122-001-01-3
375178709	BRD-K43850614-001-01-8
375178708	BRD-K56028213-001-01-0
375178707	BRD-K57825322-001-01-6
375178706	BRD-A91291216-001-01-0
375178705	BRD-A23013332-001-01-0
375178704	BRD-A21200924-001-01-9
375178703	BRD-K65079829-001-01-8
375178702	BRD-K69694819-001-01-2
375178701	BRD-K43381044-001-09-7
375178700	BRD-K38117622-001-10-0
375178699	BRD-A12626680-001-01-0
375178698	BRD-A47199887-001-01-8
375178697	BRD-A79807815-001-01-4
375178696	BRD-A45940636-001-01-1
375178695	BRD-K93430255-001-01-2
375178694	BRD-K27368632-001-01-9
375178693	BRD-K69339061-001-07-6
375178692	BRD-A72428329-001-01-5
375178691	BRD-K23802222-001-08-2
375178690	BRD-K84726806-001-01-8
375178689	BRD-K93631651-001-01-5
375178688	BRD-A49429473-001-02-5
375178687	BRD-A95610275-001-01-5
375178686	BRD-A34484734-001-01-4
375178685	BRD-K41150075-001-01-7
375178684	BRD-A06687855-001-01-9
375178683	BRD-K73646862-001-01-2
375178682	BRD-A18845955-001-01-8
375178681	BRD-A66474804-001-01-1
375178680	BRD-A97825974-001-01-1
375178679	BRD-K49002340-001-01-1
375178678	BRD-K63348543-001-01-4
375178677	BRD-A30192909-001-01-6
375178676	BRD-K53316393-001-02-2
375178675	BRD-K93155127-001-01-1
375178674	BRD-K87188960-001-01-0
375178673	BRD-K84213879-001-01-9
375178672	BRD-A06077041-001-01-8
375178671	BRD-K40895652-001-01-9
375178670	BRD-K89265041-001-03-3
375178669	BRD-A61630161-001-01-0
375178668	BRD-A48851517-001-01-1
375178667	BRD-K73019653-001-01-5
375178666	BRD-A31680687-001-01-7
375178665	BRD-K39748562-001-01-2
375178664	BRD-A94899090-001-01-8
375178663	BRD-A44592837-001-01-8
375178662	BRD-A30046100-001-01-1
375178661	BRD-K37623540-001-01-6
375178660	BRD-K87336350-001-01-3
375178659	BRD-K72565423-001-01-7
375178658	BRD-A55387504-001-01-1
375178657	BRD-K51844653-001-01-2
375178656	BRD-K77479891-001-01-9
375178655	BRD-A39141292-001-01-9
375178654	BRD-K34590295-001-01-7
375178653	BRD-K57987385-001-08-3
375178652	BRD-K39859248-001-01-9
375178651	BRD-A05190577-001-01-2
375178650	BRD-K03722813-001-01-6
375178649	BRD-K89845584-001-01-9
375178648	BRD-A67524447-001-01-5
375178647	BRD-K21901387-001-01-0
375178646	BRD-K26190880-001-01-7
375178645	BRD-K70364862-001-01-5
375178644	BRD-K95216413-001-08-7
375178643	BRD-K03365732-001-09-5
375178642	BRD-A35756895-001-08-4
375178641	BRD-A57872204-001-01-3
375178640	BRD-K07884969-001-01-2
375178639	BRD-K79834160-001-01-7
375178638	BRD-A63935079-001-01-2
375178637	BRD-K58371237-001-09-7
375178636	BRD-K66767082-001-01-9
375178635	BRD-K55076194-001-01-3
375178634	BRD-K75047588-001-01-4
375178633	BRD-K68294301-001-01-7
375178632	BRD-K98840107-001-01-7
375178631	BRD-A02866177-001-01-4
375178630	BRD-K70084636-001-07-1
375178629	BRD-A53790137-001-01-3
375178628	BRD-K02399043-001-07-3
375178627	BRD-A37231911-001-01-1
375178626	BRD-A94522159-001-01-4
375178625	BRD-K10913924-001-01-8
375178624	BRD-A93852839-001-01-4
375178623	BRD-K56066499-001-01-5
375178622	BRD-K09348967-001-01-8
375178621	BRD-A13954673-001-01-4
375178620	BRD-A28651364-001-01-3
375178619	BRD-A90330237-001-01-2
375178618	BRD-A16812449-001-01-4
375178617	BRD-K83082234-001-01-9
375178616	BRD-K61088795-001-01-3
375178615	BRD-K38907188-001-01-9
375178614	BRD-K46142661-001-01-9
375178613	BRD-A13777237-001-01-8
375178612	BRD-K75066978-001-09-5
375178611	BRD-K61318576-001-01-9
375178610	BRD-K07648642-001-01-6
375178609	BRD-A94213046-001-01-7
375178608	BRD-A06388861-001-01-6
375178607	BRD-A48350204-001-01-2
375178606	BRD-A76093341-001-01-7
375178605	BRD-A53519408-001-01-8
375178604	BRD-K42378712-001-01-2
375178603	BRD-K73227257-001-01-4
375178602	BRD-K02048864-001-01-5
375178601	BRD-A74817985-001-01-2
375178600	BRD-A54516798-001-01-1
375178599	BRD-K42504878-001-01-3
375178598	BRD-A49382137-001-01-6
375178597	BRD-K12290997-001-01-1
375178596	BRD-K24515344-001-07-4
375178595	BRD-K50674127-001-01-2
375178594	BRD-K37031308-001-01-4
375178593	BRD-K51060249-001-01-6
375178592	BRD-K81404764-001-08-0
375178591	BRD-A57052331-001-01-8
375178590	BRD-A20171815-001-01-5
375178589	BRD-A53204589-001-01-8
375178588	BRD-K18927987-001-01-4
375178587	BRD-K18579573-001-01-3
375178586	BRD-A33493160-001-01-9
375178585	BRD-K85017215-001-01-6
375178584	BRD-A91542107-001-01-8
375178583	BRD-K58770521-001-01-2
375178582	BRD-A10575987-001-01-1
375178581	BRD-K64108018-001-01-7
375178580	BRD-K47483474-001-01-3
375178579	BRD-K28710525-001-01-1
375178578	BRD-K39034361-001-01-0
375178577	BRD-A54525457-001-01-4
