local_id	id_namespace	project_id_namespace	project_local_id	creation_time	granularity	persistent_id
RMUGS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKLU1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKM1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKMEL1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKMEL28	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SNGM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SNU1040	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SNUC4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SNUC5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SW480	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SW620	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SW948	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
T3M10	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
THP1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
TYKNU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
WSUDLCL2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
ASC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
NEU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
NPC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
PHH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKB	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
HUH7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SHSY5Y	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKL	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
HS27A	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
BT20	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
HS578T	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
MCF10A	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
MDAMB231	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
SKBR3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
NKDBA	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
FIBRNPC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
JURKAT	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
U266	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
MCH58	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
NCIH716	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
HEKTE	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
U2OS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 Pilot		cfde_subject_granularity:4	
YAPC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 PCCSE		cfde_subject_granularity:4	
NPC.TAK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 PCCSE		cfde_subject_granularity:4	
GTEX-XYKS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XMK1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XBEW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-POYW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RNOR	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QDT8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QEG4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P78B	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QEG5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SN8G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-O5YV	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZTX8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PLZ6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WH7G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S4Q7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YEC4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OHPL	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZDTT	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QCQG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PW2O	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XUJ4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XK95	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SNMC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X15G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NFK9	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U3ZN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UTHO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OHPK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TMMY	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OXRL	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y9LG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RWSA	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-V955	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WK11	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y111	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YEC3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y8E4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S3XE	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PWOO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Q734	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T5JW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XQ3S	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X638	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PWN1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVT3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QESD	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Q2AG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZTSS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XOTO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TKQ2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZE7O	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XQ8I	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WVJS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZLWG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-VUSG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PX3G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RVPV	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S341	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZPIC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WOFM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y5V6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X4LF	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XXEK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SNOS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZLFU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S32W	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QDVN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XMD3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TML8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WEY5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X3Y1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XMD2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WHWD	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PLZ5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZC5H	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OOBK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T6MO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NL4W	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Q2AH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SSA3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S7PM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PLZ4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y3IK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T6MN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-VJWN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WFON	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UPK5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-VJYA	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XBED	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SIU8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PSDG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S4Z8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S7SF	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YECK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U4B1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UJMC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RM2N	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WRHU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TKQ1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WFG7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y114	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZTTD	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YJ89	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XPT6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RWS6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RUSQ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-REY6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S4P3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RTLS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T5JC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X4EO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R55G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UPIC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SE5C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WRHK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PVOW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y5LM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XGQ4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-N7MS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZG7Y	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZQUD	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OXRO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WHSB	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R55E	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X62O	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U8XE	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OIZG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZF2S	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WFJO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WHSE	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XPVG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X4EP	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NPJ8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WZTO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P4QS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U3ZH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZF3C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P4QR	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y3I4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YFCO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZT9W	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X5EB	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NL3G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WL46	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XAJ8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R55D	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XLM4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-N7MT	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T8EM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U3ZM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QMR6	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-O5YW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-V1D1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OXRN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RU1J	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UJHI	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QXCU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZLV1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WFG8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y8DK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OIZH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y5V5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P44H	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TSE9	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WHPG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVP2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZDTS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XUW1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
