local_id	id_namespace	project_id_namespace	project_local_id	creation_time	granularity	persistent_id
GTEX-X261	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QV44	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZUA1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZV7C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OOBJ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SIU7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R53T	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZQG8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T2IS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PWO3	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WOFL	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZPCL	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QDVJ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZTPG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X88G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X4XX	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XUYS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X4XY	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OIZI	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-TMZS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OHPN	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YB5E	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Q2AI	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QLQW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QLQ7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U8T8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XV7Q	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WQUQ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZPU1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OHPM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NPJ7	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WYJK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QEL4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZP4G	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XUZC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P4PQ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RU72	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-W5X1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QMRM	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R55C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U3ZG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SUCS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X585	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S7SE	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-SJXC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZGAY	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-W5WG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WWYW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZT9X	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WYVS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P4QT	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S33H	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XOT4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XBEC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZAB4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WY7C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OXRK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-POMQ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QV31	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZV68	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-O5YT	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S4UY	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-O5YU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVE2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YB5K	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVT2	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-X8HC	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WWTW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WVLH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-OXRP	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WXYG	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WYBS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-P4PP	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R55F	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R45C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-S95S	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y8LW	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZV6S	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-NL3H	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVZP	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZDXO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YF7O	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-UPJH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RN64	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-PWCY	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QVUS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-RVPU	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-QVJO	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVZQ	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Y8E5	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-Z93S	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZEX8	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WI4N	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-WCDI	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVTK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-VUSH	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-R3RS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZE9C	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-YFC4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZDYS	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZF29	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZF28	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-T2YK	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-XMD1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-U412	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVE1	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
GTEX-ZVT4	lincs-dcic	http://www.lincsproject.org/	LINCS L1000 GTEx		cfde_subject_granularity:0	
